cl_min_perf,cl_max_perf,cl_median_perf,cl_mean_perf,cl_std_perf,pr_min_perf,pr_max_perf,pr_median_perf,pr_mean_perf,pr_std_perf,p_min_perf,p_max_perf,p_median_perf,p_mean_perf,p_std_perf,classifier-num,preprocessor-num,preprocessor,classifier,pipeline
0.0004262574595055,1.0,0.9140866590868748,0.8297617393432654,0.2149989629735834,0.0,1.0,0.7842633528295555,0.7060106585609369,0.2614373247758434,0.0015392096205267,1.0,0.8990699916854666,0.801208439950277,0.2494180851311455,5,5,liblinear_svc_preprocessor,gradient_boosting,liblinear_svc_preprocessor-gradient_boosting
0.0,1.0,0.8929169329216888,0.8410117983854665,0.1694990582412101,0.0,1.0,0.8042143299770278,0.7271841258416253,0.2444456679056478,0.0,1.0,0.8748063759414108,0.8112901016905266,0.1917852747316964,6,0,extra_trees_preproc_for_classification,k_nearest_neighbors,extra_trees_preproc_for_classification-k_nearest_neighbors
0.0027452222574173,1.0,0.8138242405326149,0.7508251068664165,0.2182601258112605,0.0,1.0,0.8042143299770278,0.7271841258416253,0.2444456679056478,0.1119001935245366,1.0,0.8008744961399195,0.7449986215956069,0.2123995944291593,8,0,extra_trees_preproc_for_classification,liblinear_svc,extra_trees_preproc_for_classification-liblinear_svc
0.0001060958869443,1.0,0.6674997323363305,0.6157928064593604,0.2561494848859982,0.0,1.0,0.8042143299770278,0.7271841258416253,0.2444456679056478,0.000861406144585,1.0,0.6366741573033708,0.5786843283416899,0.2664024135565983,1,0,extra_trees_preproc_for_classification,bernoulli_nb,extra_trees_preproc_for_classification-bernoulli_nb
0.0004262574595055,1.0,0.9140866590868748,0.8297617393432654,0.2149989629735834,0.0,1.0,0.782650291663753,0.6956456857732111,0.2693707357865937,0.0010570824524312,1.0,0.8715268088459989,0.7913718004237101,0.2284283704363656,5,12,select_rates_classification,gradient_boosting,select_rates_classification-gradient_boosting
0.0008430092886448,1.0,0.91995841995842,0.8483646653341912,0.1871904395638968,0.0,1.0,0.8042143299770278,0.7271841258416253,0.2444456679056478,0.0936915942305758,1.0,0.929841799978656,0.8611121817017813,0.1752285591566069,0,0,extra_trees_preproc_for_classification,adaboost,extra_trees_preproc_for_classification-adaboost
0.0001060958869443,1.0,0.6674997323363305,0.6157928064593604,0.2561494848859982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,kernel_pca,bernoulli_nb,kernel_pca-bernoulli_nb
0.0,1.0,0.6507524750716878,0.5882849163545284,0.2986302702387222,0.0,1.0,0.782650291663753,0.6956456857732111,0.2693707357865937,0.0,1.0,0.5091566807625071,0.5068996170788781,0.3184679021787411,15,12,select_rates_classification,sgd,select_rates_classification-sgd
0.0,1.0,0.7838351480071816,0.6845613534589188,0.2849750017045113,0.0,1.0,0.782650291663753,0.6956456857732111,0.2693707357865937,0.0002604166666666,0.9983580614051388,0.6341624570620328,0.5928900602214852,0.290455538503611,10,12,select_rates_classification,mlp,select_rates_classification-mlp
0.0027452222574173,1.0,0.8138242405326149,0.7508251068664165,0.2182601258112605,0.0,1.0,0.8098587325750048,0.7221757397155247,0.2534540684549451,0.1111154066746491,1.0,0.7708224055664028,0.7154787527914078,0.2087368240379063,8,1,fast_ica,liblinear_svc,fast_ica-liblinear_svc
0.0,1.0,0.6507524750716878,0.5882849163545284,0.2986302702387222,1.913579432245008e-06,1.0,0.7040293040293041,0.6405632310519694,0.2899843436499656,5.306792360277604e-06,1.0,0.6594560425572338,0.577983936169034,0.3306603050852163,15,7,nystroem_sampler,sgd,nystroem_sampler-sgd
0.0,1.0,0.6507524750716878,0.5882849163545284,0.2986302702387222,0.0,1.0,0.6619433671194055,0.6030203470605434,0.3001015024753091,0.0,1.0,0.3333333333333333,0.3540644926525963,0.2968288334433334,15,4,kitchen_sinks,sgd,kitchen_sinks-sgd
0.0,1.0,0.7459018538186272,0.6869688019548278,0.2535608669915766,6.192917290686654e-05,1.0,0.8278892695961235,0.7609511780611006,0.2186296435741766,0.3772673504906635,1.0,0.857827258662568,0.8267140716605542,0.1497774342829394,12,10,random_trees_embedding,passive_aggressive,random_trees_embedding-passive_aggressive
